ref_date;interval;L50;L100;L200;L250;L500;L1000;L1500;L2000;L2500;L5000,SDATE;INTERVAL;R<50-25%;R<50-75%;R50;R<100-25%;R<100-75%;R100;R<200-25%;R<200-75%;R200;R<250-25%;R<250-75%;R250;R<500-25%;R<500-75%;R500;R<1000-25%;R<1000-75%;R1000;R<1500-25%;R<1500-75%;R1500;R<2000-25%;R<2000-75%;R2000;R<2500-25%;R<2500-75%;R2500;R<5000-25%;R<5000-75%;R5000;SUM_CENTS_PRINCIPAL
05/01/2020;20;9212;15948;5489;6830;3438;544;98;10;56;1,05/01/2020;20;2174;2105;6771;1462;1305;13070;1314;1382;4207;305;417;4868;569;493;2156;63;39;345;5;10;76;2;2;9;2;1;36;0;0;4;6725408
05/01/2020;21;6848;11840;3570;4892;2471;407;92;10;39;6,05/01/2020;21;1370;1276;3515;935;785;7286;718;804;2368;201;285;2754;342;295;1293;43;33;209;3;4;47;3;0;2;0;3;21;1;0;1;3887514
05/01/2020;22;3762;7170;1723;2873;1404;229;51;8;28;1,05/01/2020;22;647;584;1181;376;319;2952;338;337;856;72;98;1237;153;125;600;25;11;96;2;2;21;0;0;3;0;1;13;0;0;0;1648692
05/01/2020;23;1671;3472;756;1348;631;109;11;2;9;3,05/01/2020;23;197;185;351;151;94;934;105;115;251;33;49;421;57;39;177;6;10;30;0;2;10;0;0;0;0;0;2;0;0;0;531557
06/01/2020;00;762;1700;508;651;336;56;11;0;11;0,06/01/2020;00;113;64;136;68;51;327;37;45;125;14;11;185;33;21;89;12;5;15;0;1;1;0;0;2;0;0;1;0;0;0;240225
06/01/2020;01;342;826;199;316;171;29;6;2;2;0,06/01/2020;01;39;27;55;21;17;158;25;26;45;6;8;60;11;7;38;1;3;9;0;0;0;0;0;0;0;0;1;0;0;0;97606
06/01/2020;02;240;539;143;234;122;26;2;0;1;0,06/01/2020;02;39;33;69;12;15;107;16;15;46;3;3;56;10;5;37;4;2;10;0;0;1;0;0;0;0;0;1;0;0;0;88537
06/01/2020;03;261;552;110;191;110;14;3;0;1;0,06/01/2020;03;25;19;29;15;9;92;8;12;26;6;7;33;5;2;24;0;0;6;0;1;0;0;0;0;0;0;0;0;1;0;58287
06/01/2020;04;351;726;196;273;163;22;8;2;2;0,06/01/2020;04;34;22;47;24;18;157;18;16;43;4;10;54;11;9;30;3;1;5;0;1;4;0;0;0;0;0;0;0;0;0;90005
06/01/2020;05;877;1864;438;630;349;54;11;1;3;2,06/01/2020;05;108;84;121;58;40;399;37;36;123;13;12;138;12;19;60;4;2;19;1;0;3;0;0;0;0;0;3;0;0;0;210210
06/01/2020;06;2782;5738;2095;2306;1328;201;44;4;15;1,06/01/2020;06;570;439;1210;297;246;2450;312;290;1084;74;87;1013;146;117;530;15;9;81;1;4;26;0;0;1;0;0;8;1;0;0;1490414
06/01/2020;07;3862;8956;3690;4095;2490;387;94;2;53;3,06/01/2020;07;1385;1138;3799;892;739;7834;750;878;2943;196;265;3231;386;334;1717;54;51;287;3;7;71;4;1;7;1;1;27;0;1;0;4597129
06/01/2020;08;4358;10388;4513;5125;3241;522;130;6;77;5,06/01/2020;08;1892;1724;5160;1172;1091;11314;1056;1236;4285;236;422;4800;641;542;2654;79;69;498;8;12;100;2;1;7;3;4;44;0;0;3;6889517
06/01/2020;09;4172;10318;4488;5333;3158;529;132;8;94;2,06/01/2020;09;2012;1757;5323;1312;1134;12659;1258;1323;4644;299;416;5116;599;545;2948;94;60;523;11;9;121;5;1;19;2;5;68;1;1;3;7536114
06/01/2020;10;4244;10250;4352;5330;3101;537;137;5;81;5,06/01/2020;10;4801;3654;5420;1681;1458;12514;1268;1341;4458;328;476;4972;660;559;3005;94;69;507;5;21;122;4;1;12;1;8;69;0;1;8;7678309
06/01/2020;11;3974;9856;4110;4845;2943;470;140;5;63;2,06/01/2020;11;1954;1517;4751;1196;996;10826;1023;1202;3829;282;365;4527;518;495;2638;64;75;482;1;9;99;1;0;13;1;3;69;2;0;7;6623002
06/01/2020;12;3774;9430;3813;4737;2838;442;107;8;66;2,06/01/2020;12;1601;1401;4308;1082;946;9798;927;1142;3551;248;378;4203;496;446;2447;74;60;470;4;4;108;2;0;10;1;4;47;0;0;4;6106600
06/01/2020;13;3820;9132;3575;4448;2651;449;119;8;61;1,06/01/2020;13;1560;1294;3962;968;850;9173;879;1017;3362;217;347;3786;460;428;2258;68;44;418;8;7;103;3;0;12;2;4;45;0;0;2;5633180
06/01/2020;14;3770;9262;3510;4447;2557;401;105;6;47;4,06/01/2020;14;1449;1341;4025;957;824;8854;835;913;3144;227;322;3651;463;391;1989;71;57;368;3;4;90;0;0;11;1;4;39;0;1;1;5259251
06/01/2020;15;4230;9684;3865;4540;2632;421;95;5;44;2,06/01/2020;15;1503;1401;4602;971;925;9848;862;1080;3483;229;351;3938;476;408;2086;61;58;371;6;8;80;4;1;9;1;3;59;0;1;4;5698164
06/01/2020;16;5028;10806;4114;4862;2712;437;112;3;66;3,06/01/2020;16;10033;8160;6563;2623;2174;12465;1475;1468;3953;331;495;4516;647;522;2415;95;70;450;8;10;109;2;3;6;1;3;51;0;1;6;7391202
06/01/2020;17;5617;11504;4429;5396;3107;503;132;5;68;1,06/01/2020;17;5880;7939;7777;2522;2463;13749;1651;1679;4721;408;630;5142;750;661;2562;131;95;470;9;17;103;5;0;9;0;6;62;0;0;5;8255561
06/01/2020;18;7169;14233;5769;6926;3609;562;121;12;54;2,06/01/2020;18;2274;2801;9304;1837;1902;17497;1678;2055;5946;462;722;6495;874;678;3189;91;86;509;7;11;101;0;0;15;3;1;57;1;1;1;9440599
06/01/2020;19;9834;17866;6956;8339;4297;693;121;12;85;6,06/01/2020;19;2507;3209;9793;2030;2133;18320;1857;2225;6405;499;823;6889;913;815;3425;74;80;489;10;16;95;4;0;16;0;4;54;0;1;5;10046230
06/01/2020;20;9250;16472;5621;7330;3661;591;153;3;75;8,06/01/2020;20;1881;2359;6611;1472;1507;12961;1351;1606;4135;378;616;5082;649;600;2369;71;70;406;10;11;95;2;0;10;0;1;46;0;0;3;7210652
06/01/2020;21;6611;11935;3451;5041;2576;419;97;12;39;1,06/01/2020;21;1147;1245;3156;821;820;6852;726;835;2190;229;348;2603;398;340;1328;28;32;181;3;2;51;1;4;4;0;1;33;0;0;1;3832141
06/01/2020;22;3235;6278;1449;2531;1337;183;38;6;19;1,06/01/2020;22;482;470;974;355;322;2362;285;313;792;77;118;963;162;140;526;22;16;77;3;1;18;0;0;1;0;0;5;1;0;0;1416410
06/01/2020;23;1246;2926;551;1167;582;100;15;3;8;1,06/01/2020;23;162;125;275;97;84;766;83;99;181;14;29;333;45;37;191;3;4;30;0;0;5;0;0;2;0;0;7;0;1;0;460540
07/01/2020;00;554;1348;390;572;298;53;10;3;4;0,07/01/2020;00;63;50;89;35;32;282;37;35;72;7;10;130;14;16;56;3;0;8;0;1;2;0;0;1;1;0;0;0;0;0;158212
07/01/2020;01;286;616;163;273;158;25;3;2;0;0,07/01/2020;01;33;34;28;22;18;115;20;21;37;4;7;61;7;3;35;1;1;4;0;0;1;0;0;0;0;0;0;0;0;0;76556
07/01/2020;02;219;488;112;217;126;21;5;1;1;1,07/01/2020;02;25;17;13;11;15;64;16;11;12;4;0;22;8;3;13;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;38371
07/01/2020;03;221;535;123;199;128;25;2;3;0;1,07/01/2020;03;32;16;42;21;13;81;9;13;26;3;2;45;5;3;35;0;1;3;0;0;3;0;0;0;0;0;1;0;0;0;65466
07/01/2020;04;340;762;178;259;142;26;9;0;1;0,07/01/2020;04;37;26;43;26;25;121;21;15;41;0;6;60;10;7;47;0;2;6;0;1;0;0;0;1;0;0;0;0;0;0;89708
07/01/2020;05;948;1948;541;660;378;67;11;1;8;1,07/01/2020;05;104;75;153;48;49;347;39;49;138;10;17;133;28;18;87;2;5;18;1;0;4;0;0;2;0;0;0;0;0;0;227483
07/01/2020;06;2937;6194;2440;2484;1376;218;40;4;15;3,07/01/2020;06;589;534;1472;352;325;2879;318;384;1219;81;143;1168;183;138;559;22;10;86;3;3;31;0;1;0;0;1;6;1;0;1;1713697
07/01/2020;07;4075;9321;3895;4456;2557;400;100;6;48;3,07/01/2020;07;1357;1443;4228;979;948;8497;878;1139;3216;240;366;3318;508;404;1790;61;56;288;4;7;81;2;1;4;0;2;34;0;0;2;5038796
07/01/2020;08;4156;10670;4782;5211;3138;508;126;2;68;9,07/01/2020;08;1734;1888;5538;1285;1313;11675;1212;1426;4404;342;576;4821;633;557;2593;90;62;416;6;21;102;2;1;7;1;3;50;0;2;1;7032678
07/01/2020;09;4345;10648;4645;5379;3271;580;121;10;89;4,07/01/2020;09;1829;1966;5602;1409;1313;12679;1223;1477;4530;377;528;4982;692;594;2774;92;66;553;16;11;100;3;1;16;2;7;57;0;0;2;7534853
07/01/2020;10;3951;10404;4370;5290;3155;539;139;4;60;4,07/01/2020;10;1660;1891;5211;1300;1246;12192;1194;1422;4235;339;527;5012;699;579;2755;96;83;501;8;13;96;1;2;10;1;5;66;2;0;5;7333083
07/01/2020;11;4028;10084;4142;4923;2941;497;132;3;70;4,07/01/2020;11;1564;1649;4626;1202;1108;10775;1111;1251;3980;263;428;4310;576;549;2562;87;83;460;8;13;90;2;0;15;4;4;48;1;0;2;6577582
07/01/2020;12;3866;9632;3873;4576;2868;472;120;9;61;5,07/01/2020;12;1405;1597;4236;1099;1029;9889;996;1175;3529;266;404;4129;536;441;2312;85;75;426;6;11;88;0;4;8;2;2;52;1;1;4;6052138
07/01/2020;13;3883;9173;3682;4413;2573;454;95;5;63;3,07/01/2020;13;1351;1350;3904;1067;935;9053;893;1109;3358;248;428;3674;535;472;2085;70;58;386;10;8;84;2;1;12;2;3;52;0;0;4;5590258
07/01/2020;14;3806;9110;3678;4401;2626;419;112;8;57;1,07/01/2020;14;1365;1387;4030;1000;930;9112;926;1023;3305;265;358;3583;526;468;2062;65;63;381;7;6;78;2;1;9;4;3;45;0;0;2;5480962
07/01/2020;15;4014;9518;3825;4475;2511;463;86;5;49;3,07/01/2020;15;1400;1551;4688;1059;1012;9918;941;1176;3495;242;413;3998;524;420;2246;67;58;396;4;10;82;2;0;11;3;3;41;0;0;0;5858184
07/01/2020;16;5064;10719;4220;4871;2808;466;110;4;67;5,07/01/2020;16;1682;1872;6134;1237;1166;12016;1086;1361;4008;296;446;4421;584;522;2377;70;73;426;12;11;78;2;1;6;1;2;42;0;0;1;6631027
07/01/2020;17;5544;11415;4486;5325;2973;495;108;7;75;3,07/01/2020;17;1771;2080;7262;1388;1255;13327;1141;1524;4493;358;546;4987;619;570;2509;66;70;463;8;7;110;3;2;8;1;5;53;0;0;3;7371569
07/01/2020;18;7215;14037;5534;6803;3613;576;123;7;70;9,07/01/2020;18;2234;2787;9728;1860;1730;17702;1677;2022;5839;440;715;6588;756;755;3106;84;77;523;7;11;108;3;3;9;2;7;63;1;0;6;9469024
07/01/2020;19;9934;18409;7133;8599;4378;695;168;9;83;5,07/01/2020;19;2543;3017;10322;2149;1977;19004;1885;2296;6547;516;798;7127;889;761;3329;104;79;477;15;13;106;3;0;15;2;5;54;1;0;3;10159486
07/01/2020;20;9264;16406;5895;7488;3787;587;137;11;64;7,07/01/2020;20;2096;2416;6932;1620;1491;13561;1400;1645;4652;355;591;5306;661;590;2432;71;71;340;8;12;95;2;0;11;3;2;54;0;1;3;7455058
07/01/2020;21;6741;12251;3719;5335;2792;412;87;9;44;4,07/01/2020;21;1224;1351;3348;941;802;7430;832;949;2436;237;360;3052;381;349;1451;41;44;196;5;6;60;1;0;5;1;2;25;2;0;0;4195360
07/01/2020;22;3572;7028;1663;2930;1452;237;52;13;21;0,07/01/2020;22;518;504;1107;368;300;2735;329;337;813;79;118;1164;159;148;593;11;14;93;3;2;33;0;1;3;0;0;8;0;0;0;1603546
07/01/2020;23;1415;3200;635;1298;659;87;12;2;8;1,07/01/2020;23;160;134;270;101;91;791;83;102;232;38;46;367;59;45;197;6;6;23;0;1;6;0;0;2;0;0;6;0;0;0;495223
08/01/2020;00;614;1447;401;625;340;49;9;2;4;0,08/01/2020;00;64;52;104;47;44;273;44;42;88;9;14;134;26;24;73;1;1;14;1;0;3;0;0;1;0;1;3;0;0;0;198741
08/01/2020;01;338;674;169;287;154;28;1;2;2;0,08/01/2020;01;38;28;39;23;18;165;16;19;30;2;11;47;9;10;27;0;1;6;0;0;1;0;1;1;0;0;3;0;0;0;88916
08/01/2020;02;239;547;128;234;109;21;5;0;6;0,08/01/2020;02;24;27;25;12;7;106;8;7;38;2;5;38;6;11;20;1;0;4;0;0;2;0;0;0;0;1;0;0;0;0;61988
08/01/2020;03;241;499;124;191;111;23;2;1;0;1,08/01/2020;03;31;28;45;13;10;112;9;12;15;4;2;40;7;4;16;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;47861
08/01/2020;04;353;765;175;252;153;29;6;2;2;1,08/01/2020;04;43;21;42;9;16;121;12;13;45;6;4;49;11;4;37;2;1;9;0;1;2;0;0;0;0;0;1;0;0;0;85926
08/01/2020;05;970;1993;553;692;375;68;11;1;3;0,08/01/2020;05;109;78;157;59;44;374;43;50;138;11;16;162;30;20;99;5;1;16;0;1;3;0;0;0;0;0;3;0;0;0;245340
08/01/2020;06;3021;6119;2358;2499;1428;227;52;3;23;0,08/01/2020;06;597;465;1483;374;349;2891;304;349;1143;75;106;1230;176;158;636;16;17;120;5;3;22;0;0;2;2;3;9;0;1;0;1782892
08/01/2020;07;3993;8910;3793;4271;2503;398;107;5;40;3,08/01/2020;07;1243;1213;4201;903;836;8233;791;966;3137;199;329;3217;453;373;1733;49;58;310;6;12;56;0;1;5;2;2;35;0;0;1;4816224
08/01/2020;08;4048;10130;4493;5298;3080;538;126;6;63;4,08/01/2020;08;1749;1693;5074;1263;1122;11288;1169;1405;4334;320;477;4672;618;526;2548;83;89;464;7;15;103;1;0;14;1;3;59;0;1;4;6923088
08/01/2020;09;4192;10252;4597;5399;3171;505;121;7;63;1,08/01/2020;09;1716;1767;5243;1263;1229;11878;1143;1387;4450;319;463;4798;658;529;2615;74;72;468;9;15;93;2;0;7;1;1;60;0;0;4;7043689
08/01/2020;10;4022;10170;4501;5341;3161;532;139;6;88;2,08/01/2020;10;1724;1710;5120;1227;1071;11618;1150;1378;4273;324;481;4811;631;556;2651;100;64;473;7;12;125;1;2;14;2;2;69;1;1;0;7075684
08/01/2020;11;3966;9880;4171;5131;2900;451;142;7;67;3,08/01/2020;11;1519;1587;4576;1104;1014;10572;1053;1238;3877;280;418;4365;539;521;2334;79;75;409;6;12;103;5;1;10;2;4;52;0;1;5;6354051
08/01/2020;12;4071;9872;3929;4749;2717;494;110;5;71;4,08/01/2020;12;1376;1462;4541;985;941;9935;962;1064;3548;275;381;4005;576;455;2351;61;73;395;8;6;76;2;2;15;1;2;50;0;0;4;5963279
08/01/2020;13;3896;9419;3606;4522;2699;436;100;6;49;4,08/01/2020;13;1360;1362;4298;979;880;9348;865;1030;3188;211;363;3788;480;439;2007;66;54;395;6;8;69;2;2;10;2;3;40;0;0;3;5450397
08/01/2020;14;4156;9617;3734;4336;2522;419;107;5;49;2,08/01/2020;14;1297;1376;4389;1008;846;9312;872;1001;3235;241;367;3622;426;381;1955;56;59;390;15;8;72;1;1;5;1;5;46;0;1;2;5364911
08/01/2020;15;4416;9772;3820;4572;2726;430;94;9;59;1,08/01/2020;15;1349;1469;4920;1022;958;9960;885;1106;3425;261;367;3886;471;442;2013;47;53;358;5;9;75;1;1;10;2;3;57;1;0;6;5673008
08/01/2020;16;4856;10602;4110;4845;2711;432;123;3;61;4,08/01/2020;16;1529;1679;5859;1148;1047;11308;1067;1193;3996;289;411;4382;560;445;2301;63;53;377;9;11;76;1;0;8;0;1;36;0;0;3;6298360
08/01/2020;17;5426;11039;4381;5381;2947;459;120;9;57;0,08/01/2020;17;1746;1897;6740;1305;1259;13208;1208;1429;4437;326;479;5027;603;524;2481;74;71;433;10;11;105;3;3;18;0;1;51;0;0;2;7226285
08/01/2020;18;6924;13733;5473;6582;3508;588;128;10;70;4,08/01/2020;18;2203;2551;9126;1790;1595;17455;1548;1749;5909;377;584;6527;767;697;3061;84;91;491;5;13;117;0;1;8;4;2;50;0;1;2;9155343
08/01/2020;19;9971;18002;6989;8469;4342;630;165;12;69;8,08/01/2020;19;2601;3012;10426;1973;1789;19219;1868;2107;6361;486;711;7376;842;749;3257;95;86;485;5;11;114;1;2;6;2;2;58;0;1;3;10058002
08/01/2020;20;9441;16521;5968;7620;3761;577;116;2;82;4,08/01/2020;20;2125;2151;7093;1575;1428;13473;1367;1571;4566;346;542;5329;648;572;2440;74;70;366;10;14;64;4;1;10;0;3;45;1;0;4;7349163
08/01/2020;21;6845;12511;3711;5371;2783;437;95;8;31;8,08/01/2020;21;1355;1359;3438;937;806;7418;797;915;2443;198;287;3028;364;345;1476;41;40;245;6;7;56;3;0;8;1;0;32;1;0;2;4236734
08/01/2020;22;3674;7415;1751;2868;1457;247;51;4;19;1,08/01/2020;22;550;543;1137;398;354;2898;302;332;885;100;127;1229;167;134;612;20;16;94;5;0;27;0;0;2;1;2;8;0;0;1;1675757
08/01/2020;23;1586;3184;687;1303;626;105;16;3;10;1,08/01/2020;23;186;165;296;132;108;848;114;114;273;33;31;379;66;53;187;4;5;34;2;0;8;1;0;2;0;1;2;0;0;1;533107
09/01/2020;00;864;958;605;452;273;43;10;0;5;0,09/01/2020;00;218;160;267;119;103;595;75;82;202;27;31;233;35;19;106;3;3;18;1;0;4;0;0;0;0;1;2;0;0;0;340741
09/01/2020;01;422;419;226;228;130;27;6;0;1;0,09/01/2020;01;67;73;99;55;38;248;44;34;78;5;9;104;19;10;55;2;1;6;0;1;3;0;0;0;0;0;1;0;0;0;149959
09/01/2020;02;259;715;137;247;163;25;2;1;0;0,09/01/2020;02;18;26;33;10;15;112;16;7;37;2;1;45;11;6;23;2;2;7;0;0;1;0;0;0;0;1;0;0;0;0;69712
09/01/2020;03;231;620;145;214;137;32;6;2;2;0,09/01/2020;03;25;18;46;14;10;90;7;8;30;5;2;51;8;5;15;1;0;4;0;0;1;0;0;0;0;0;0;0;0;0;54202
09/01/2020;04;303;896;199;330;165;31;1;0;2;0,09/01/2020;04;33;29;56;16;25;139;18;25;49;2;4;82;13;3;18;2;2;6;0;0;1;0;0;0;0;0;0;0;0;0;84063
09/01/2020;05;997;2124;517;728;355;83;15;1;6;0,09/01/2020;05;127;77;157;62;52;422;60;59;172;9;14;177;19;21;97;7;2;25;0;1;2;0;0;0;0;0;5;0;0;0;273619
09/01/2020;06;2941;6360;2282;2522;1377;212;48;3;27;1,09/01/2020;06;586;515;1315;333;295;2877;296;357;1108;95;111;1169;160;113;587;13;12;113;3;4;18;1;0;0;1;0;18;0;0;0;1687577
09/01/2020;07;3847;9298;3737;4334;2453;392;97;5;46;6,09/01/2020;07;1276;1228;4104;866;770;8161;820;889;3012;208;276;3167;408;356;1677;63;48;257;6;7;67;2;1;4;1;5;41;0;0;1;4664854
09/01/2020;08;4175;10352;4455;5167;3259;512;115;6;54;3,09/01/2020;08;1648;1595;4871;1159;1034;10609;1058;1249;3947;294;402;4345;597;516;2412;99;69;420;7;8;90;2;3;4;1;3;48;0;0;2;6382992
09/01/2020;09;4162;10353;4514;5359;3149;520;114;10;77;3,09/01/2020;09;1640;1647;4918;1223;1036;11195;1203;1218;4307;298;395;4620;614;549;2572;84;75;402;10;10;91;1;3;4;2;2;66;1;1;1;6734599
09/01/2020;10;4053;10485;4266;5162;3119;505;126;10;64;1,09/01/2020;10;1662;1639;4765;1168;1052;10987;1031;1276;3961;244;378;4576;620;456;2565;97;83;452;10;12;110;0;1;14;1;2;45;0;1;3;6616945
09/01/2020;11;3878;9336;4045;4825;2841;451;99;4;53;4,09/01/2020;11;1464;1516;4558;1134;942;9998;1043;1169;3732;261;378;4215;600;480;2302;60;54;408;9;14;83;6;0;9;3;5;53;2;0;1;6101805
09/01/2020;12;3650;8857;3624;4303;2636;415;93;7;60;7,09/01/2020;12;1457;1360;3256;1003;785;7333;851;907;2659;215;273;2907;429;396;1716;54;45;297;6;8;73;2;2;5;0;1;42;2;0;3;4520615
09/01/2020;13;3583;8696;3385;4115;2415;408;93;6;43;2,09/01/2020;13;1935;1406;3895;1140;892;8634;958;1001;3139;252;288;3541;486;424;2019;67;62;359;10;9;65;2;3;6;2;1;40;0;0;1;5243645
09/01/2020;14;3720;8919;3605;4275;2565;421;108;4;47;5,09/01/2020;14;1499;1370;3841;1008;821;8645;890;992;3073;248;284;3558;466;444;1954;53;54;322;9;17;70;0;2;7;2;4;38;2;0;2;5152086
09/01/2020;15;4098;9318;3730;4552;2579;447;106;5;63;2,09/01/2020;15;1519;1581;4779;1069;917;9812;875;1073;3339;258;363;3865;486;428;2119;64;64;347;7;16;86;4;2;8;1;2;41;1;0;6;5669589
09/01/2020;16;4806;10323;4058;4799;2698;447;120;4;65;4,09/01/2020;16;1628;1738;6045;1171;1070;11603;1061;1223;4003;254;419;4451;530;435;2240;65;45;354;10;11;79;5;2;7;1;2;40;0;0;5;6322800
09/01/2020;17;5396;11077;4568;5337;2855;507;132;7;59;4,09/01/2020;17;1735;1827;6952;1310;1197;12994;1194;1331;4513;295;460;4899;573;518;2593;72;63;420;9;14;99;3;4;15;0;5;43;1;0;1;7160380
09/01/2020;18;7210;13931;5520;6686;3545;573;112;11;68;3,09/01/2020;18;2297;2472;9573;1757;1588;17214;1552;1762;5947;381;588;6393;715;574;2923;79;72;492;15;12;100;5;1;9;1;9;63;1;0;1;8998121
09/01/2020;19;9710;17720;7040;8398;4255;618;131;8;73;5,09/01/2020;19;2594;2846;10077;1945;1775;19137;1746;1996;6276;400;627;7072;837;772;3133;100;82;498;10;10;107;1;0;6;1;4;37;1;0;5;9759837
09/01/2020;20;9082;16171;5589;7300;3796;533;131;12;62;4,09/01/2020;20;2036;2156;6857;1541;1253;13163;1273;1477;4498;353;514;5158;684;582;2367;67;66;379;10;10;70;0;0;8;1;0;51;1;0;5;7185346
09/01/2020;21;6962;12440;3717;5230;2701;402;99;9;45;4,09/01/2020;21;1272;1252;3375;861;762;7331;788;893;2349;189;307;2878;369;331;1411;47;26;220;1;6;48;0;1;3;0;0;28;0;0;3;4041093
09/01/2020;22;3689;7426;1809;2947;1529;263;44;7;27;2,09/01/2020;22;538;547;1203;417;296;3062;325;342;990;114;139;1336;201;127;618;16;23;99;3;3;24;0;0;1;0;2;14;0;0;0;1770606
09/01/2020;23;1484;3436;740;1340;695;135;22;3;10;0,09/01/2020;23;199;150;310;117;85;894;68;90;242;23;30;323;48;54;179;3;9;35;0;0;7;2;0;0;0;1;3;0;0;1;492545
10/01/2020;00;739;1692;517;631;311;68;11;4;6;0,10/01/2020;00;99;57;97;38;29;322;25;34;80;5;12;121;13;9;69;4;2;14;0;0;0;0;0;0;0;1;2;0;0;0;171195
10/01/2020;01;382;857;208;316;194;18;4;0;3;0,10/01/2020;01;37;30;59;23;23;163;32;17;46;6;8;74;21;13;59;2;2;8;0;0;2;0;0;0;1;0;0;0;0;1;124557
10/01/2020;02;268;569;155;242;121;28;3;0;3;0,10/01/2020;02;30;38;47;19;8;98;20;20;45;6;3;42;15;13;37;2;0;6;2;0;1;0;0;0;0;0;0;0;0;0;83154
10/01/2020;03;244;563;129;235;135;22;2;0;4;2,10/01/2020;03;32;27;29;17;9;90;9;13;29;5;3;34;10;6;23;3;1;5;0;0;0;0;0;0;0;0;1;0;0;0;60142
10/01/2020;04;385;862;195;303;150;18;6;0;6;0,10/01/2020;04;43;31;55;29;18;170;23;18;42;1;6;52;5;6;31;2;1;8;0;0;2;0;0;0;0;1;4;0;0;0;98408
10/01/2020;05;1027;2157;562;762;394;58;18;5;7;0,10/01/2020;05;116;82;177;57;49;390;61;55;147;11;18;149;23;14;100;3;3;19;2;1;3;0;0;1;0;0;4;0;0;0;256175
10/01/2020;06;3039;6206;2346;2591;1455;217;45;1;24;2,10/01/2020;06;603;493;1372;315;303;2997;287;349;1182;88;107;1178;165;145;594;17;15;92;1;2;23;1;0;2;0;0;15;0;1;1;1722929
10/01/2020;07;3965;9151;3738;4333;2431;433;84;4;44;5,10/01/2020;07;1303;1207;4095;905;804;8499;817;970;3204;187;288;3393;442;348;1725;53;55;304;2;9;61;0;3;9;0;1;35;0;0;2;4865386
10/01/2020;08;4317;10253;4420;5391;3218;487;116;7;50;5,10/01/2020;08;1797;1627;5159;1241;1080;11469;1119;1287;4177;286;408;4594;570;521;2443;77;62;351;8;12;98;1;2;6;2;1;57;1;0;4;6589601
10/01/2020;09;4157;10638;4584;5476;3338;532;148;4;59;4,10/01/2020;09;1731;1759;5394;1250;1066;11946;1095;1312;4264;294;473;4893;602;598;2717;70;76;477;10;10;114;2;3;8;4;2;56;1;0;1;7103547
10/01/2020;10;4122;10339;4295;5280;3211;490;143;13;92;5,10/01/2020;10;1726;1655;5002;1144;1054;11295;1147;1252;4202;302;437;4596;616;505;2551;65;51;441;7;12;101;2;1;13;4;3;65;0;0;4;6748239
10/01/2020;11;4016;9723;4046;4978;2905;514;114;10;74;6,10/01/2020;11;1446;1501;4751;1022;965;10487;1034;1108;3744;255;354;4192;526;479;2158;69;76;416;9;11;94;2;0;12;1;5;63;0;0;5;6120722
10/01/2020;12;3946;9365;3707;4650;2748;480;103;4;59;6,10/01/2020;12;1372;1342;4174;993;823;9451;822;1086;3338;243;366;3949;480;462;2223;63;55;403;7;9;78;1;2;12;1;1;47;0;0;2;5677505
10/01/2020;13;3805;9152;3637;4331;2539;459;96;7;75;6,10/01/2020;13;1307;1297;4039;924;840;9025;844;937;3074;216;336;3705;411;381;1992;58;66;341;5;5;72;2;2;10;4;1;53;1;0;1;5248188
10/01/2020;14;3959;9501;3620;4379;2599;426;97;5;40;4,10/01/2020;14;1361;1386;4713;1005;923;9415;878;993;3296;245;292;3733;472;423;2103;65;55;367;7;9;75;1;3;2;0;4;39;1;0;2;5479350
10/01/2020;15;4264;9761;3923;4522;2599;423;94;9;58;2,10/01/2020;15;1443;1491;5081;1029;912;10287;874;980;3518;238;316;3844;478;422;1997;73;48;369;5;12;81;2;2;4;1;4;43;0;0;1;5629552
10/01/2020;16;4734;10506;3929;4869;2776;435;105;6;63;7,10/01/2020;16;1540;1598;6018;1091;1045;11467;958;1099;4000;253;361;4406;536;398;2219;55;61;376;4;6;82;3;1;6;6;3;44;0;2;4;6251558
10/01/2020;17;5141;10912;4385;5348;2923;449;108;5;75;2,10/01/2020;17;1769;1869;7068;1266;1163;13206;1082;1342;4484;257;424;4898;582;520;2406;94;63;415;11;9;107;2;0;5;1;6;40;1;0;2;7042227
10/01/2020;18;6688;13500;5547;6694;3556;535;132;6;72;3,10/01/2020;18;2136;2418;9549;1614;1484;17074;1508;1689;5760;417;596;6257;711;590;2958;79;60;473;6;14;109;2;1;8;1;2;39;0;1;2;8808487
10/01/2020;19;9808;17554;7038;8306;4194;644;130;4;53;3,10/01/2020;19;2679;2761;10453;1892;1731;18813;1784;2018;6365;423;659;7137;739;681;3067;90;68;436;8;9;96;2;0;14;4;4;46;0;1;3;9625100
10/01/2020;20;9189;16495;5676;7450;3727;532;126;14;57;3,10/01/2020;20;2066;2132;7090;1501;1240;13626;1301;1464;4441;326;425;5241;588;561;2355;82;63;345;4;6;76;2;0;8;3;1;37;0;0;1;7100682
10/01/2020;21;6856;12305;3703;5491;2649;448;82;8;36;3,10/01/2020;21;1297;1316;3810;952;789;7791;811;867;2582;214;311;3194;384;332;1475;40;47;187;2;8;50;0;1;8;0;2;25;0;0;4;4284944
