R<50-25%;R<50-50%;R<50-75%;R50;R<100-25%;R<100-50%;R<100-75%;R100;R<200-25%;R<200-50%;R<200-75%;R200;R<250-25%;R<250-50%;R<250-75%;R250;R<500-25%;R<500-50%;R<500-75%;R500;R<1000-25%;R<1000-50%;R<1000-75%;R1000;R<1500-25%;R<1500-50%;R<1500-75%;R1500;R<2000-25%;R<2000-50%;R<2000-75%;R2000;R<2500-25%;R<2500-50%;R<2500-75%;R2500;R<5000-25%;R<5000-50%;R<5000-75%;R5000
5;20;34;50;61;75;90;100;125;150;173;200;215;225;235;250;300;363;435;500;600;730;870;1000;1080;1200;1350;1500;1624;1777;1917;2000;2096;2245;2390;2500;3000;3500;4001;5000
