Montant_Provision_bootstrap
257733403.0
260510785.0
236088776.0
254448857.0
310236246.0
243566895.0
241751972.0
213419261.0
246810385.0
281960227.0
259322128.0
254485529.0
261337701.0
288993880.0
299000759.0
256955772.0
279826489.0
266260084.0
269720525.0
234690042.0
299040545.0
228189680.0
259001880.0
242327616.0
259790539.0
228426526.0
291362891.0
272193885.0
288738807.0
231626684.0
255205773.0
277486052.0
239289983.0
251643089.0
227186349.0
260139980.0
246567711.0
249728897.0
252299886.0
247679466.0
265287610.0
305951203.0
271791131.0
253112795.0
246361545.0
226758526.0
236493975.0
225675416.0
256952469.0
253028718.0
281371079.0
270490499.0
277330645.0
276510055.0
242176798.0
262985749.0
279047066.0
251795208.0
250503807.0
275612493.0
303310409.0
227315035.0
226019609.0
231513297.0
258859185.0
236701107.0
237028049.0
264188313.0
246378401.0
233066131.0
266477694.0
253935309.0
245762885.0
300527444.0
261788766.0
275930856.0
288696063.0
255359466.0
238151270.0
242687209.0
237209735.0
236383233.0
235019668.0
251435383.0
279598760.0
254155463.0
302809009.0
246057635.0
286515452.0
248394485.0
269180272.0
285927125.0
253154204.0
213795133.0
254637773.0
264462473.0
285527308.0
281342814.0
252890854.0
188957408.0
250537750.0
234233078.0
260307963.0
248562067.0
294382774.0
226255992.0
257555707.0
267172246.0
316826355.0
219811692.0
271293649.0
230298841.0
317823968.0
265635313.0
289209490.0
280783554.0
289448168.0
269605268.0
282471460.0
212067812.0
256195699.0
274548533.0
283794157.0
252683995.0
234569175.0
241699319.0
221432733.0
320981085.0
261742078.0
290883596.0
287049854.0
283425930.0
289474895.0
242246771.0
243712539.0
273790205.0
233503813.0
270771043.0
247099582.0
268620561.0
245262459.0
254516386.0
287225200.0
211737580.0
254432360.0
265583061.0
275297411.0
262360462.0
213113928.0
277239795.0
271038673.0
228140543.0
257478005.0
259546212.0
290964461.0
252823349.0
270318682.0
297127293.0
276419567.0
280004251.0
251391146.0
250216210.0
210377993.0
278028158.0
252532714.0
248041495.0
241221334.0
243594923.0
288563961.0
264669612.0
248655158.0
284127820.0
212431131.0
310491638.0
275416154.0
225253705.0
296732250.0
300373462.0
257815743.0
245587766.0
269628030.0
242026137.0
273828710.0
271341545.0
223236074.0
256080149.0
236623260.0
237858095.0
289398419.0
263598668.0
220047942.0
259032051.0
214646222.0
268035897.0
272817791.0
247339997.0
233773026.0
244356763.0
229480753.0
258640386.0
236376679.0
235563269.0
281721923.0
256264894.0
298267706.0
263696712.0
259737364.0
216882306.0
269720143.0
288328314.0
262447533.0
293299714.0
263403161.0
276315624.0
254748645.0
299332551.0
273606985.0
236699545.0
255388179.0
316437040.0
238698335.0
274445789.0
247903520.0
282393976.0
285171724.0
237545770.0
275943830.0
292865339.0
240223747.0
297770479.0
238586001.0
269794093.0
262320938.0
252701289.0
302330185.0
263077602.0
257531790.0
296964548.0
236312522.0
254852452.0
249497511.0
290635951.0
283378115.0
239895473.0
253042493.0
245552843.0
274038861.0
261771787.0
245622389.0
269081695.0
240569940.0
269734258.0
283147359.0
252343946.0
276275850.0
252618339.0
220785516.0
253229800.0
303196521.0
238076203.0
279854846.0
239650721.0
273058655.0
242696069.0
259493177.0
247406984.0
267729473.0
260373777.0
279309883.0
244894167.0
239138952.0
256839734.0
232281086.0
242891310.0
246788464.0
255183310.0
263019150.0
246918709.0
251620992.0
240761870.0
256635698.0
260652315.0
234544049.0
256526094.0
235511727.0
248824374.0
251708510.0
289306273.0
236573317.0
276887519.0
258344012.0
229362720.0
210031462.0
252314133.0
248523020.0
255397338.0
235230342.0
254460002.0
313703336.0
257893596.0
274947827.0
287036788.0
259374956.0
250420124.0
277698776.0
196129421.0
272572631.0
243475353.0
295879414.0
242351398.0
248519459.0
245836238.0
227702620.0
242401917.0
299008248.0
233396293.0
253005744.0
264772529.0
231292109.0
233789775.0
226526578.0
263632313.0
258531204.0
305532728.0
276431470.0
250764991.0
279798932.0
266568188.0
274970142.0
279171890.0
276694797.0
219572102.0
234576718.0
239847580.0
219116065.0
280036419.0
257998003.0
269004811.0
271269676.0
263346280.0
298583246.0
270240229.0
222554715.0
266055476.0
275628350.0
264784732.0
276315075.0
232759439.0
271882250.0
267651744.0
223073113.0
273876739.0
241129245.0
252160093.0
209090137.0
281519856.0
235724952.0
260716764.0
263514131.0
278568952.0
264699500.0
288137830.0
197560573.0
247881329.0
256605545.0
224779378.0
247042085.0
252958887.0
247319024.0
241513380.0
256438849.0
285844035.0
223292475.0
258226520.0
242508082.0
276531831.0
262973958.0
247250721.0
229795750.0
281781256.0
269064984.0
244710108.0
278236817.0
286344933.0
274416353.0
270472230.0
247445390.0
235781543.0
254854394.0
253670727.0
261899501.0
